#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-04-04 08:07:29
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-04-04 08:07:29 GET / - 113.190.254.102 HTTP/1.0 Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+5.1;+Trident/4.0;+MRSPUTNIK+2,+4,+0,+471;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) http://palacehotel.co.nz 200 13757 275
2019-04-04 21:02:25 GET /img/img6.jpg - 66.249.83.76 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.2.1;+en-us;+Nexus+5+Build/JOP40D)+AppleWebKit/535.19+(KHTML,+like+Gecko;+googleweblight)+Chrome/38.0.1025.166+Mobile+Safari/535.19 http://www.palacehotel.co.nz/ 200 1235277 436
2019-04-04 21:02:26 GET /img/img4.jpg - 66.249.83.77 HTTP/1.1 Mozilla/5.0+(Linux;+Android+4.2.1;+en-us;+Nexus+5+Build/JOP40D)+AppleWebKit/535.19+(KHTML,+like+Gecko;+googleweblight)+Chrome/38.0.1025.166+Mobile+Safari/535.19 http://www.palacehotel.co.nz/ 200 1243133 436
2019-04-04 21:07:15 GET /robots.txt - 37.9.113.22 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 200
2019-04-04 21:07:20 GET / - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 13738 221
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-04-04 21:46:24
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-04-04 21:46:24 HEAD / - 46.166.137.217 HTTP/1.1 Mozilla/5.0+(compatible;+Uptimebot/1.0;++http://www.uptime.com/uptimebot) https://uptime.com/palacehotel.co.nz 200 267 210
2019-04-04 21:50:43 GET /about.html - 207.46.13.128 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 5709 282
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-04-04 23:20:31
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-04-04 23:20:30 GET / - 66.249.66.76 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13738 556
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-04-04 23:55:15
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-04-04 23:55:15 GET /robots.txt - 66.249.66.136 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 231
2019-04-04 23:57:22 GET / - 66.249.66.136 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13738 294
2019-04-05 00:07:07 GET / - 66.249.66.140 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13738 552
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-04-05 01:35:03
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-04-05 01:35:03 GET / - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 https://www.google.co.nz/ 200 13738 476
2019-04-05 01:35:04 GET /ionicons/css/ionicons.min.css - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 51532 379
2019-04-05 01:35:04 GET /css/bootstrap.min.css - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 120748 371
2019-04-05 01:35:04 GET /img/logo.png - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 22564 383
2019-04-05 01:35:05 GET /css/style.css - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 23669 363
2019-04-05 01:35:05 GET /js/modernizr.js - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 51615 350
2019-04-05 01:35:12 GET /img/img3.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 1188783 383
2019-04-05 01:35:13 GET /img/img2.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 1048576 383
2019-04-05 01:35:13 GET /img/img5.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 524288 383
2019-04-05 01:35:13 GET /img/img3_1.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 393216 385
2019-04-05 01:35:13 GET /img/img4.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 786432 383
2019-04-05 01:35:13 GET /ionicons/fonts/ionicons.ttf - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ionicons/css/ionicons.min.css 200 188773 418
2019-04-05 01:35:13 GET /js/menu.js - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 2093 326
2019-04-05 01:35:15 GET /js/animated-headline.js - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 5815 339
2019-04-05 01:35:15 GET /js/custom.js - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 2120 328
2019-04-05 01:35:15 GET /img/bg.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/css/style.css 200 95902 375
2019-04-05 01:35:16 GET /img/img4.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 206 304 441
2019-04-05 01:35:16 GET /img/img2.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 206 306 443
2019-04-05 01:35:16 GET /img/img6.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 1235277 383
2019-04-05 01:35:16 GET /js/isotope.pkgd.min.js - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 38008 338
2019-04-05 01:35:16 GET /img/img5.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 206 304 441
2019-04-05 01:35:16 GET /img/img3_1.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 206 304 443
2019-04-05 01:35:16 GET /js/bootstrap.min.js - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 37132 335
2019-04-05 01:35:17 GET /js/jquery-2.1.1.js - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 247616 334
2019-04-05 01:35:19 GET /img/img2.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 206 194585 443
2019-04-05 01:35:20 GET /img/img5.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 206 580505 442
2019-04-05 01:35:20 GET /img/img4.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 206 410414 442
2019-04-05 01:35:24 GET /img/img8.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 1146016 364
2019-04-05 01:35:25 GET /img/img3_1.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 206 707363 444
2019-04-05 01:35:27 GET /img/img9.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 1089855 364
2019-04-05 01:35:27 GET /img/img10.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 1018686 365
2019-04-05 01:35:28 GET /img/img7.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 1155627 364
2019-04-05 01:35:30 GET /favicon.ico - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 404 1405 363
2019-04-05 01:40:12 GET /contact.html - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/ 200 6391 473
2019-04-05 01:40:32 GET /img/01.jpg - 118.82.202.169 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.86+Safari/537.36 http://www.palacehotel.co.nz/css/style.css 200 3652210 375
2019-04-05 01:43:07 GET /robots.txt - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 200
2019-04-05 01:43:07 GET /robots.txt - 5.45.207.21 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 204
2019-04-05 01:43:11 GET / - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 13738 282
2019-04-05 01:43:12 GET / - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 2707 286
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-04-05 02:29:48
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-04-05 02:29:48 GET /1.zip - 27.133.137.100 HTTP/1.1 Mozilla/5.0+(X11;+Ubuntu;+Linux+x86_64;+rv:62.0)+Gecko/20100101+Firefox/62.0 - 404 1424 180
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-04-05 03:14:06
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-04-05 03:14:05 GET /about.html - 40.77.167.71 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 5709 282
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-04-05 04:07:15
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-04-05 04:07:15 GET /robots.txt - 144.76.236.112 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.8;+http://mj12bot.com/) - 404 1405 165
2019-04-05 04:07:17 GET / - 144.76.236.112 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.8;+http://mj12bot.com/) - 200 13738 342
2019-04-05 04:11:43 GET /portfolio.html - 180.76.15.27 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 12641 237
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-04-05 04:39:06
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-04-05 04:39:06 GET /robots.txt - 46.229.168.147 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/3~bl;++http://www.semrush.com/bot.html) - 404 1424 209
2019-04-05 04:39:08 GET / - 46.229.168.153 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/3~bl;++http://www.semrush.com/bot.html) - 200 13757 272
2019-04-05 04:45:02 GET /services.html - 180.76.15.137 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 7388 236
2019-04-05 04:46:28 GET /robots.txt - 180.76.15.152 HTTP/1.1 Mozilla/5.0+(Windows+NT+5.1;+rv:6.0.2)+Gecko/20100101+Firefox/6.0.2 - 404 1424 219
2019-04-05 04:46:28 GET /robots.txt - 180.76.15.138 HTTP/1.1 Mozilla/5.0+(Windows+NT+5.1;+rv:6.0.2)+Gecko/20100101+Firefox/6.0.2 - 404 1424 219
2019-04-05 04:46:29 GET / - 180.76.15.151 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 13757 219
2019-04-05 04:48:23 GET /robots.txt - 66.249.65.66 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 235
2019-04-05 04:53:02 GET /img/logo.png - 66.249.65.70 HTTP/1.1 Googlebot-Image/1.0 - 200 22564 197
2019-04-05 05:06:14 GET / - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.google.com/ 200 3376 481
2019-04-05 05:06:14 GET /css/style.css - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 5918 363
2019-04-05 05:06:14 GET /ionicons/css/ionicons.min.css - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 10932 379
2019-04-05 05:06:15 GET /js/modernizr.js - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 19903 350
2019-04-05 05:06:15 GET /css/bootstrap.min.css - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 27806 371
2019-04-05 05:06:15 GET /img/logo.png - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 22564 383
2019-04-05 05:06:15 GET /js/menu.js - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1168 345
2019-04-05 05:06:15 GET /js/bootstrap.min.js - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 13266 354
2019-04-05 05:06:16 GET /js/jquery-2.1.1.js - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 97203 353
2019-04-05 05:06:20 GET /img/img4.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1243133 383
2019-04-05 05:06:25 GET /img/img3_1.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1125686 385
2019-04-05 05:06:27 GET /img/bg.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/css/style.css 200 95902 394
2019-04-05 05:06:27 GET /img/img6.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1235277 383
2019-04-05 05:06:27 GET /img/img2.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1266298 383
2019-04-05 05:06:38 GET /img/img8.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1146016 383
2019-04-05 05:06:40 GET /js/animated-headline.js - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 2209 358
2019-04-05 05:06:41 GET /js/isotope.pkgd.min.js - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 13789 357
2019-04-05 05:06:42 GET /js/custom.js - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1191 347
2019-04-05 05:06:43 GET /img/img10.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1018686 384
2019-04-05 05:06:45 GET /img/img3.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1188783 383
2019-04-05 05:06:46 GET /img/img9.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1089855 383
2019-04-05 05:06:46 GET /img/img5.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1134136 383
2019-04-05 05:06:46 GET /img/img7.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 1155627 383
2019-04-05 05:06:48 GET /ionicons/fonts/ionicons.ttf - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ionicons/css/ionicons.min.css 200 188773 437
2019-04-05 05:06:48 GET /favicon.ico - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 404 1405 382
2019-04-05 05:06:55 GET /services.html - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/ 200 2967 501
2019-04-05 05:07:25 GET /img/01.jpg - 122.57.46.110 HTTP/1.1 Mozilla/5.0+(Linux;+Android+9;+SM-G965F)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/73.0.3683.90+Mobile+Safari/537.36 http://www.palacehotel.co.nz/css/style.css 200 3652210 394
2019-04-05 05:18:22 GET /js/bootstrap.min.js - 180.76.15.159 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 304 230 328
