#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 07:25:44
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 07:25:44 GET / - 185.156.177.59 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.2;+WOW64;+x64)+AppleWebKit/530.65.12+(KHTML,+like+Gecko)+Chrome/55.1.5310.0048+Safari/532.04+OPR/41.9.4598.9226 http://ngateahotel.co.nz/ 200 13748 304
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 08:30:23
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 08:30:23 HEAD /upgrade-network.php - 47.106.157.151 HTTP/1.1 - - 404 0 109
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 08:53:09
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.149 HTTP/1.1 - - 200 14403 109
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.147 HTTP/1.1 - - 200 14403 109
2018-06-06 18:02:07 GET / - 180.76.15.153 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 13748 223
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 18:42:25
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 18:42:25 GET / - 95.179.134.106 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 200 13729 238
2018-06-06 18:42:26 GET / - 95.179.134.106 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 200 8913 231
2018-06-06 18:42:27 GET /robots.txt - 95.179.134.106 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 1405 248
2018-06-06 18:42:28 GET /robots.txt - 95.179.134.106 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/51.0.2704.79+Safari/537.36+Edge/14.14393 - 404 1405 256
2018-06-06 18:42:28 GET /sitemap.xml - 95.179.134.106 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko - 404 1405 197
2018-06-06 18:42:52 HEAD /upgrade-network.php - 49.51.168.80 HTTP/1.1 - - 404 179 109
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 19:07:48
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 19:07:48 GET /images/events/event-2.jpg - 66.249.66.155 HTTP/1.1 Googlebot-Image/1.0 - 304 211 260
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 19:59:21
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 19:59:20 GET /js/jquery.isotope.min.js - 180.76.15.157 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 6578 247
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 20:17:00
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 20:16:59 GET /webapps/site/89914/0/search/sitemap.html - 66.249.66.153 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 338
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 20:32:41
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 20:32:41 GET /css/bootstrap/css/bootstrap.min.css - 180.76.15.15 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 22924 258
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 21:07:45
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 21:07:45 GET / - 66.249.66.156 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13729 298
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 22:29:54
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 22:29:53 GET /robots.txt - 66.249.66.88 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 231
2018-06-06 22:29:55 GET / - 66.249.66.89 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13729 294
2018-06-06 22:30:04 GET /js/jquery.nicescroll.min.js - 66.249.66.88 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://ngateahotel.co.nz/ 200 21445 373
2018-06-06 22:30:05 GET /css/bootstrap/css/bootstrap.min.css - 66.249.66.90 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://ngateahotel.co.nz/ 200 22905 396
2018-06-06 22:30:05 GET /js/init.js - 66.249.66.88 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://ngateahotel.co.nz/ 200 1800 356
2018-06-06 22:30:05 GET /css/colors.css - 66.249.66.90 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://ngateahotel.co.nz/ 200 3308 375
2018-06-06 22:30:06 GET /style.css - 66.249.66.90 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://ngateahotel.co.nz/ 200 5866 370
2018-06-06 22:30:06 GET /js/jquery.easing.min.js - 66.249.66.88 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://ngateahotel.co.nz/ 200 2644 369
2018-06-06 22:30:08 GET /js/jquery.form.min.js - 66.249.66.89 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://ngateahotel.co.nz/ 200 5510 367
2018-06-06 22:30:08 GET /js/prettyphoto/css/prettyPhoto.css - 66.249.66.89 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://ngateahotel.co.nz/ 200 4101 395
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 23:42:23
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 23:42:23 GET / - 66.249.66.156 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13729 424
2018-06-06 23:42:25 GET /js/prettyphoto/css/prettyPhoto.css - 66.249.66.153 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.ngateahotel.co.nz/ 200 4101 477
2018-06-06 23:42:27 GET /style.css - 66.249.66.153 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) http://www.ngateahotel.co.nz/ 200 5866 452
2018-06-06 23:42:54 HEAD /upgrade-network.php - 49.51.168.80 HTTP/1.1 - - 404 179 109
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-07 00:44:07
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-07 00:44:07 GET /robots.txt - 66.249.66.155 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 235
2018-06-07 00:44:07 GET /favicon.ico - 66.249.66.155 HTTP/1.1 Googlebot-Image/1.0 - 404 1405 196
2018-06-07 00:51:41 GET / - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 https://www.google.co.nz/ 200 103142 509
2018-06-07 00:51:41 GET /css/bootstrap/css/bootstrap.min.css - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 97587 451
2018-06-07 00:51:42 GET /style.css - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 17822 425
2018-06-07 00:51:42 GET /css/colors.css - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 10501 430
2018-06-07 00:51:42 GET /js/prettyphoto/css/prettyPhoto.css - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 20163 450
2018-06-07 00:51:42 GET /images/logo-big.png - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16600 456
2018-06-07 00:51:43 GET /images/blog/blog-1.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14403 459
2018-06-07 00:51:43 GET /images/events/event-1.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 608557 462
2018-06-07 00:51:45 GET /images/events/event-2.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 595360 462
2018-06-07 00:51:45 GET /images/events/event-3.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 598125 462
2018-06-07 00:51:46 GET /images/events/event-4.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16101 462
2018-06-07 00:51:46 GET /images/team/member-1.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 593475 461
2018-06-07 00:51:46 GET /images/team/member-2.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 594701 461
2018-06-07 00:51:47 GET /images/team/member-3.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 587295 461
2018-06-07 00:51:47 GET /images/gallery/gallery-1.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16100 465
2018-06-07 00:51:47 GET /images/gallery/gallery-2.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16758 465
2018-06-07 00:51:48 GET /images/gallery/gallery-3.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14699 465
2018-06-07 00:51:48 GET /images/gallery/gallery-4.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14402 465
2018-06-07 00:51:49 GET /images/gallery/gallery-5.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 18116 465
2018-06-07 00:51:49 GET /images/gallery/gallery-6.jpg - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 20196 465
2018-06-07 00:51:49 GET /css/bootstrap/js/bootstrap.min.js - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 27990 434
2018-06-07 00:51:49 GET /js/jquery.easing.min.js - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 7308 424
2018-06-07 00:51:51 GET /js/prettyphoto/js/jquery.prettyPhoto.js - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 22334 440
2018-06-07 00:51:52 GET /js/jquery.isotope.min.js - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16218 425
2018-06-07 00:51:52 GET /js/jquery.flexslider-min.js - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 21685 428
2018-06-07 00:51:52 GET /js/jquery.form.min.js - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 11390 422
2018-06-07 00:51:52 GET /js/contactform.js - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 4238 418
2018-06-07 00:51:53 GET /js/jquery.nicescroll.min.js - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 57934 428
2018-06-07 00:51:53 GET /js/init.js - 210.55.186.228 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 3636 411
2018-06-07 01:03:09 GET / - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 https://www.google.co.nz/ 200 13729 406
2018-06-07 01:03:09 GET /css/colors.css - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 3308 349
2018-06-07 01:03:09 GET /js/prettyphoto/css/prettyPhoto.css - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 4101 369
2018-06-07 01:03:10 GET /style.css - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 5866 344
2018-06-07 01:03:10 GET /js/jquery.easing.min.js - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 2644 343
2018-06-07 01:03:10 GET /js/prettyphoto/js/jquery.prettyPhoto.js - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 8007 359
2018-06-07 01:03:10 GET /css/bootstrap/css/bootstrap.min.css - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 22905 370
2018-06-07 01:03:10 GET /js/jquery.isotope.min.js - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 6559 344
2018-06-07 01:03:10 GET /js/jquery.flexslider-min.js - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 8289 347
2018-06-07 01:03:11 GET /js/contactform.js - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 1385 337
2018-06-07 01:03:11 GET /js/jquery.form.min.js - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 5510 341
2018-06-07 01:03:11 GET /js/jquery.nicescroll.min.js - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 21445 347
2018-06-07 01:03:11 GET /images/logo-big.png - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 16600 397
2018-06-07 01:03:11 GET /js/init.js - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 1800 330
2018-06-07 01:03:11 GET /css/bootstrap/fonts/glyphicons-halflings-regular.woff - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 404 1405 373
2018-06-07 01:03:11 GET /css/bootstrap/js/bootstrap.min.js - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 9762 353
2018-06-07 01:03:11 GET /images/blog/blog-1.jpg - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 14403 400
2018-06-07 01:03:12 GET /css/bootstrap/fonts/glyphicons-halflings-regular.ttf - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 29775 372
2018-06-07 01:03:12 GET /images/events/event-4.jpg - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 16101 403
2018-06-07 01:03:17 GET /images/events/event-1.jpg - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 608557 403
2018-06-07 01:03:17 GET /images/team/member-1.jpg - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 593475 402
2018-06-07 01:03:20 GET /images/events/event-3.jpg - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 598125 403
2018-06-07 01:03:20 GET /images/events/event-2.jpg - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 595360 403
2018-06-07 01:03:20 GET /images/gallery/gallery-1.jpg - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 16100 406
2018-06-07 01:03:20 GET /images/team/member-3.jpg - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 587295 402
2018-06-07 01:03:20 GET /images/gallery/gallery-3.jpg - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 14699 406
2018-06-07 01:03:20 GET /images/gallery/gallery-2.jpg - 111.69.151.123 HTTP/1.1 Mozilla/5.0+(iPad;+CPU+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 16758 406
